
*dataset:
*location: AUX F 24
*dscomment: Acceptance of tN_med SR for the $\tilde t_1\to t\chi^0_1$ scenario with $m_{\tilde t_1}>m_t+m_{\chi^0_1}$. The acceptance is defined as the fraction of signal events that pass the analysis selection performed on generator-level objects, therefore emulating an ideal detector with perfect particle identification and no measurement resolution effects
*reackey: P P --> STOP STOP X
*obskey: ACC
*qual: SQRT(S) IN GEV : 8000.0
*yheader: SIGNAL ACCEPTANCE IN PERCENT
*xheader: M(STOP1) IN GEV : M(NEUTRALINO1) IN GEV 
*data: x : x : y 
 200; 1; 0.0008;
 200; 20; 0.0006;
 225; 1; 0.0038;
 225; 25; 0.0034;
 250; 25; 0.0118;
 250; 50; 0.0036;
 250; 70; 0.0014;
 275; 1; 0.0528;
 275; 25; 0.048;
 275; 50; 0.029;
 275; 75; 0.006;
 300; 1; 0.1832;
 300; 50; 0.1186;
 300; 100; 0.0142;
 300; 120; 0.0048;
 350; 1; 0.7815;
 350; 50; 0.652;
 350; 100; 0.311;
 350; 150; 0.043;
 350; 170; 0.016;
 400; 1; 1.726;
 400; 50; 1.64;
 400; 100; 1.125;
 400; 150; 0.544;
 400; 200; 0.068;
 400; 220; 0.016;
 450; 1; 2.962;
 450; 50; 2.701;
 450; 100; 2.228;
 450; 150; 1.556;
 450; 200; 0.685;
 450; 250; 0.094;
 450; 270; 0.039;
 500; 1; 4.056;
 500; 50; 3.923;
 500; 100; 3.547;
 500; 150; 2.825;
 500; 200; 1.905;
 500; 250; 0.88;
 500; 300; 0.117;
 500; 320; 0.042;
 550; 1; 4.902;
 550; 50; 4.977;
 550; 100; 4.591;
 550; 150; 4.139;
 550; 200; 3.234;
 550; 250; 2.194;
 550; 300; 0.977;
 550; 350; 0.185;
 550; 370; 0.064;
 600; 1; 5.922;
 600; 50; 5.831;
 600; 100; 5.715;
 600; 150; 5.314;
 600; 200; 4.519;
 600; 250; 3.569;
 600; 300; 2.485;
 600; 350; 1.141;
 600; 400; 0.17;
 600; 420; 0.05375;
 650; 1; 6.728;
 650; 50; 6.512;
 650; 100; 6.44;
 650; 150; 5.952;
 650; 200; 5.5;
 650; 250; 4.938;
 650; 300; 3.926;
 650; 350; 2.666;
 650; 400; 1.316;
 650; 450; 0.24;
 650; 470; 0.086;
 700; 1; 7.38;
 700; 50; 7.375;
 700; 100; 7.095;
 700; 150; 6.775;
 700; 200; 6.725;
 700; 250; 5.925;
 700; 300; 5.02;
 700; 350; 4.3;
 700; 400; 3.1;
 700; 450; 1.36;
 700; 500; 0.27;
 700; 520; 0.09;
 750; 1; 7.86;
 750; 50; 7.73;
 750; 100; 7.315;
 750; 150; 7.21;
 750; 200; 7.005;
 750; 250; 6.54;
 750; 300; 6.275;
 750; 350; 5.345;
 750; 400; 4.475;
 750; 450; 2.695;
 750; 500; 1.375;
 750; 550; 0.3;
 750; 570; 0.105;
 800; 1; 8.255;
 800; 50; 7.825;
 800; 100; 7.935;
 800; 150; 7.73;
 800; 200; 7.71;
 800; 250; 7.125;
 800; 300; 6.715;
 800; 350; 6.44;
 800; 400; 5.935;
 800; 450; 4.71;
 800; 500; 3.34;
 800; 550; 1.66;
 800; 600; 0.305;
 800; 620; 0.125;
*dataend:
