
*dataset:
*location: AUX F 23
*dscomment: Acceptance of tN_diag SR ($E_T^{miss}>150$ GeV, $m_T>140$ GeV) for the $\tilde t_1\to t\chi^0_1$ scenario with $m_{\tilde t_1}>m_t+m_{\chi^0_1}$. The acceptance is defined as the fraction of signal events that pass the analysis selection performed on generator-level objects, therefore emulating an ideal detector with perfect particle identification and no measurement resolution effects
*reackey: P P --> STOP STOP X
*obskey: ACC
*qual: SQRT(S) IN GEV : 8000.0
*yheader: SIGNAL ACCEPTANCE IN PERCENT
*xheader: M(STOP1) IN GEV : M(NEUTRALINO1) IN GEV 
*data: x : x : y 
 200; 1; 0.0048;
 200; 20; 0.0044;
 225; 1; 0.0256;
 225; 25; 0.016;
 250; 25; 0.1336;
 250; 50; 0.047;
 250; 70; 0.0154;
 275; 1; 0.537;
 275; 25; 0.4758;
 275; 50; 0.3002;
 275; 75; 0.122;
 300; 1; 1.073;
 300; 50; 0.7934;
 300; 100; 0.1792;
 300; 120; 0.0496;
 350; 1; 2.322;
 350; 50; 2.11;
 350; 100; 1.365;
 350; 150; 0.3595;
 350; 170; 0.113;
 400; 1; 3.606;
 400; 50; 3.477;
 400; 100; 2.762;
 400; 150; 1.763;
 400; 200; 0.509;
 400; 220; 0.174;
 450; 1; 4.83;
 450; 50; 4.734;
 450; 100; 4.121;
 450; 150; 3.508;
 450; 200; 2.176;
 450; 250; 0.629;
 450; 270; 0.252;
 500; 1; 5.828;
 500; 50; 5.7;
 500; 100; 5.292;
 500; 150; 4.726;
 500; 200; 3.75;
 500; 250; 2.474;
 500; 300; 0.778;
 500; 320; 0.329;
 550; 1; 6.476;
 550; 50; 6.598;
 550; 100; 6.277;
 550; 150; 5.809;
 550; 200; 5.052;
 550; 250; 4.022;
 550; 300; 2.62;
 550; 350; 0.898;
 550; 370; 0.402;
 600; 1; 7.122;
 600; 50; 7.005;
 600; 100; 7.06;
 600; 150; 6.791;
 600; 200; 6.099;
 600; 250; 5.34;
 600; 300; 4.315;
 600; 350; 2.799;
 600; 400; 0.9325;
 600; 420; 0.4663;
 650; 1; 7.642;
 650; 50; 7.44;
 650; 100; 7.432;
 650; 150; 7.122;
 650; 200; 6.766;
 650; 250; 6.568;
 650; 300; 5.626;
 650; 350; 4.426;
 650; 400; 2.928;
 650; 450; 1.096;
 650; 470; 0.508;
 700; 1; 7.975;
 700; 50; 8.165;
 700; 100; 7.665;
 700; 150; 7.395;
 700; 200; 7.715;
 700; 250; 7.065;
 700; 300; 6.45;
 700; 350; 6.175;
 700; 400; 4.805;
 700; 450; 3.065;
 700; 500; 1.03;
 700; 520; 0.55;
 750; 1; 8.18;
 750; 50; 7.95;
 750; 100; 7.8;
 750; 150; 7.91;
 750; 200; 7.705;
 750; 250; 7.315;
 750; 300; 7.385;
 750; 350; 6.87;
 750; 400; 6.22;
 750; 450; 4.655;
 750; 500; 3.26;
 750; 550; 1.135;
 750; 570; 0.58;
 800; 1; 8.44;
 800; 50; 8.05;
 800; 100; 8.16;
 800; 150; 7.85;
 800; 200; 8.27;
 800; 250; 7.815;
 800; 300; 7.525;
 800; 350; 7.46;
 800; 400; 7.12;
 800; 450; 6.535;
 800; 500; 5.1;
 800; 550; 3.335;
 800; 600; 1.34;
 800; 620; 0.605;
*dataend:
