
*dataset:
*location: Auxiliary Figure 10b
*dscomment: Acceptance for SR2 in the direct stop pair production. The acceptance is defined as the fraction of signal events that pass the analysis selection performed on generator-level objects, therefore emulating an ideal detector with perfect particle identification and no measurement resolution effects.
*reackey: P P --> STOP STOP X
*obskey: ACC
*qual: SQRT(S) IN GEV : 13000.0
*yheader: SIGNAL ACCEPTANCE IN PERCENT
*xheader: M(STOP1) IN GEV : M(NEUTRALINO1) IN GEV 
*data: x : x : y 
 450; 50; 0.1;
 450; 150; 0.1;
 500; 0; 0.5;
 500; 50; 0.5;
 500; 100; 0.3;
 500; 200; 0.1;
 500; 250; 0.1;
 550; 250; 0.2;
 550; 300; 0.1;
 600; 0; 1.5;
 600; 50; 1.5;
 600; 100; 1.2;
 600; 200; 0.8;
 600; 250; 0.5;
 600; 300; 0.3;
 600; 350; 0.1;
 650; 0; 2.1;
 650; 50; 2.1;
 650; 100; 1.9;
 650; 200; 1.4;
 650; 250; 1.2;
 650; 300; 0.7;
 650; 350; 0.3;
 650; 400; 0.2;
 700; 0; 2.7;
 700; 50; 2.6;
 700; 100; 2.5;
 700; 200; 1.9;
 700; 250; 1.6;
 700; 300; 1.2;
 700; 350; 0.7;
 700; 400; 0.3;
 700; 450; 0.2;
 750; 0; 3.4;
 750; 50; 3.5;
 750; 100; 3.3;
 750; 200; 2.9;
 750; 250; 2.2;
 750; 300; 2;
 750; 350; 1.3;
 750; 400; 0.9;
 750; 450; 0.5;
 750; 500; 0.2;
 800; 0; 4;
 800; 50; 4;
 800; 100; 3.8;
 800; 200; 3.4;
 800; 250; 2.8;
 800; 300; 2.5;
 800; 350; 2;
 800; 400; 1.5;
 800; 450; 0.9;
 800; 500; 0.5;
 800; 550; 0.2;
 850; 0; 4.5;
 850; 50; 4.5;
 850; 100; 4.6;
 850; 200; 4.2;
 850; 300; 3.3;
 850; 400; 2.1;
 850; 500; 1.1;
 850; 600; 0.3;
 900; 0; 5.1;
 900; 200; 4.7;
 900; 400; 3.1;
 900; 600; 0.6;
*dataend:
